token_multiset_key,raw_label_count,token_sequence_count,combined_runner_rows,first_date,last_date,candidate_structure,has_same_race_variant_evidence,evidence_status,identity_relationship,decision_basis,confidence,mapping_method,database_action
devlin | mark | nigel | ohare,2,2,28,2022-02-04,2026-05-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
devonshire | dukes | of | roxburghe | the,2,2,22,2015-05-14,2016-10-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
dick | j | morrissy | morrissy | morrissy | mrs | p | r | racing | s,2,2,7,2020-08-15,2025-02-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
dineen | hughes | kerr | martin | michael,2,2,418,2015-04-13,2026-05-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
dixon | e | m | mrs,2,2,8,2016-11-12,2018-12-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
dixon | h | j | l | m | rowsell,2,2,41,2015-05-03,2026-05-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
do | don | felipe | guaycara | haras | haras | sul,2,2,2,2015-03-01,2015-03-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
doak | fernie | k | k | l | m | manfredini | miss,2,2,4,2024-04-20,2025-04-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
dobb | dobb | kate | miss | stuart,2,2,111,2015-01-29,2025-01-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
dooley | shamrock | thoroughbreds,2,2,38,2019-07-03,2022-08-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
doyle | g | g | joyce | kelly | mcdermott | michael | michael | pat | t,2,2,14,2023-05-14,2026-02-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
doyle | graham | hazel | lawrence,2,2,45,2015-05-09,2023-08-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
dr | hiu | hua | huang | huk | jian | ken | sheldon | tse | tsoi | tung | yam,2,2,42,2023-05-17,2026-05-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
dr | hk | hon | johnny | kir | ltd,2,2,37,2017-08-25,2019-09-30,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
drif | m | mlle | s | sine,2,2,37,2015-01-30,2020-08-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
dubai | life | my | racing | racing | syndicate,2,2,8,2024-11-22,2025-03-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
dubb | llc | madaket | michael | stables | stables | wonder,2,2,8,2020-03-28,2022-08-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
dubois | etienne | gousserie | jean | racing,2,2,10,2023-07-16,2024-08-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
duca | georges | laurence | mme | samoun,2,2,57,2018-10-23,2022-10-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
duffus | griffiths | jardine | k | r | w,2,2,13,2022-11-13,2026-05-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
dupuy | ecurie | naulot | remy | tlv,2,2,7,2025-12-02,2026-03-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
e | fierro | forien | g | mme,2,2,7,2015-03-19,2021-09-30,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
e | harley | j | jacobs | t,2,2,45,2015-09-04,2023-10-19,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
e | hyde | hyde | mrs | mrs | p | p | shanahan | t | t,2,2,5,2019-07-11,2020-02-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
e | irwin | john | magnier | mrs | mrs,2,2,25,2017-10-28,2025-07-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
e | karl | michael | paul | pegram | watson | weitman,2,2,183,2015-01-10,2026-05-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
e | l | morecombe | mrs | r | ramsden,2,2,14,2015-09-13,2016-09-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
e | linda | magnier | mrs | shanahan,2,2,6,2020-09-19,2025-09-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
earl | ecurie | la | martigny | vallee,2,2,101,2015-03-15,2026-01-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ec | ecurie | enzo | fouin | michael | rizieri | sivadier | thomas | y,2,2,15,2024-09-14,2026-04-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
eclipse | foxwoods | lnj | partners | thoroughbred,2,2,6,2021-03-27,2024-11-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ecurie | ecurie | fouin | michael | rizieri | sivadier | thomas | y,2,2,17,2022-09-02,2024-05-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ecurie | eddir | loungar | loungar | racing,2,2,22,2015-01-23,2017-04-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ecurie | frenchy | j2s | management | racing | racing | salabi,2,2,4,2024-02-15,2026-04-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ecurie | gousserie | hugo | pierre | pilarski | racing,2,2,27,2024-03-16,2026-04-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ecurie | jan | nicolato | romel,2,2,3,2025-08-19,2026-05-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ecuries | ecuries | ecuries | jacques | metal | piasco | puglia,4,4,8,2025-04-04,2026-05-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
edward | m | osullivan | tadhg | walsh,2,2,27,2017-07-16,2020-01-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
elias | repole | st | stable | stable,2,2,78,2016-11-26,2026-02-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
eric | michel | puerari | zerolo,2,2,6,2015-03-30,2016-07-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
eva | forde | joseph | mulligan | patrick,2,2,21,2023-05-13,2026-05-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
eyre | hill | hunting | les | racing,2,2,11,2021-07-18,2022-07-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
f | f | guimard | j | j | montagne | p | provost,2,2,21,2015-01-15,2017-05-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
f | f | j | l | m | m | r | sewgoolam | wernars,2,2,11,2023-06-03,2025-03-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
f | g | guy | j | luyckx | phelippon,2,2,14,2015-04-29,2016-09-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
fabrice | foucher | foucher | thomas,2,2,5,2025-04-10,2026-05-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
fahey | giles | mangan | miss | mrs | s | t,2,2,43,2020-10-31,2026-05-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
fahy | fahy | mrs | nicholas | orla,2,2,5,2025-05-01,2026-02-19,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
fai | kai | leung,2,2,161,2015-05-26,2026-04-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
farm | hill | michael | oflynn | roel,2,2,5,2021-11-19,2022-12-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
farm | john | magnier | michael | moyglare | mrs | stud | tabor,2,2,29,2019-07-25,2022-09-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
favereaux | hurvois | l | mme | p,2,2,12,2017-03-29,2019-11-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
fay | henry | lappin | michael,2,2,42,2018-12-29,2023-03-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
feather | little | madaket | racing | red | stables | strauss | william,2,2,5,2022-11-04,2023-08-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ferguson | giles | hogarth | mason | mcgoff,2,2,21,2023-03-18,2026-04-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
finch | james | jonathan | jones | pearson | stuttard | tobias,2,2,6,2024-05-30,2026-05-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
finch | james | samuel | sutton,2,2,41,2022-09-24,2025-11-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
finegan | hugh | morgan | paul | ryan,2,2,65,2019-10-26,2025-12-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
finian | partnership | walter,2,2,12,2021-05-14,2022-05-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
fitzgerald | geoff | inc | roy | shade | thoroughbreds | tom | tree,2,2,7,2016-11-05,2020-04-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
fogg | hales | ian | john,2,2,12,2015-02-14,2017-02-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
fogg | ian | j | p | vogt,2,2,17,2016-09-16,2017-11-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
foran | jordan | miss | p | sarah,2,2,21,2019-12-03,2022-09-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
fox | merry | newsells | park | stud | stud,2,2,26,2023-07-24,2025-12-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
foxwoods | lnj | nk | racing,2,2,15,2020-02-29,2026-05-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
freddy | normand | normand | paul,2,2,13,2020-08-16,2026-05-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
frederic | hinderze | luc | monnet,2,2,28,2020-09-22,2023-10-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
fung | li | lok,2,2,80,2015-05-08,2026-04-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
fyffe | fyffe | james | scott,2,2,121,2018-08-11,2026-03-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
fyffe | j | s | townshend,2,2,81,2021-03-21,2026-02-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
g | gray | j | m | mrs | orchard | r,2,2,88,2016-10-27,2026-05-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
g | harvey | k | nam | t,2,2,7,2015-02-14,2015-09-19,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
g | hogan | james | joseph | m | oconnor | reilly | walter,2,2,25,2019-07-30,2022-07-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
g | i | mcintosh | moses | ms | v | w,2,2,16,2018-04-07,2026-05-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
g | j | johnson,2,2,16,2015-05-12,2025-05-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
g | j | l | laroche | quiniou,2,2,54,2015-02-24,2025-11-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
g | j | linder | m | wigham | williams,2,2,12,2016-10-29,2024-03-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
g | ryan | t,2,2,8,2020-08-08,2024-11-30,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
gage | patrick | taylor | tony,2,2,43,2015-01-03,2017-12-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
gan | sean | wee,2,2,34,2021-05-02,2026-05-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
gander | p | r | reglar,2,2,15,2018-04-20,2019-04-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
gannon | kyne | m | m | ms | william,2,2,7,2017-08-20,2017-11-30,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
gemini | guy | holding | pariente | stud,2,2,11,2024-05-02,2026-03-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
george | hall | lori,2,2,20,2015-01-02,2016-05-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
giesbrecht | kim | lance | m | peacock,2,2,4,2018-08-26,2022-10-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
go | happy | lucky | syndicate,2,2,103,2016-12-17,2026-05-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
goetschy | joelle | lagasse | marie | maurice | mme,2,2,33,2022-09-11,2026-05-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
goodies | the | the | tricksters,2,2,24,2017-03-27,2021-10-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
h | herrington | herrington | lloyd | mrs | s,2,2,89,2019-12-18,2026-05-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
h | hilton | p | s | w | wilde,2,2,6,2015-01-31,2022-11-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
h | ltd | n | qatar | racing | wrigley,2,2,5,2015-04-29,2015-09-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hackett | k | k | leavy | m | m | ms | mullins | p | stokes,2,2,4,2023-06-02,2024-05-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
haigney | kevin | kinsella | leonard,2,2,28,2019-08-02,2021-10-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hamer | k | m | r | s | sowerby,2,2,33,2015-02-07,2018-06-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
harding | hewitt | mcnamee | rice,2,2,14,2019-07-26,2024-07-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hart | hordle | jeffrey | peter,2,2,10,2015-01-07,2016-05-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
head | lapenta | of | plains | robert | southern | springs | stables | v,2,2,14,2017-05-20,2021-04-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hearson | inglett | p | p,2,2,19,2016-10-05,2019-10-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hegarty | jennifer | john | miss | okane | samuel,2,2,37,2019-03-16,2025-01-19,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hewins | hoare | partnership,2,2,141,2020-07-26,2026-05-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hibbard | j | john | paul | phelan,2,2,18,2015-02-22,2016-10-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hibiscus | klesaris | stables | steve,2,2,5,2018-10-06,2020-10-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hill | jim | susan,2,2,140,2015-01-26,2025-08-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hing | yue | yun,2,2,241,2016-01-24,2026-05-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hirotsugu | inokuma,2,2,128,2015-01-18,2026-04-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hitchins | j | john | m | mrs | n | weld,2,2,24,2016-11-25,2026-05-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hiu | hua | huang | huk | jian | ken | sheldon | tse | tsoi | tung | yam,2,2,29,2017-12-17,2023-10-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ho | lui | ming,2,2,56,2015-06-19,2021-06-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
holleyhead | johnston | ross | white,2,2,23,2015-08-22,2017-12-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hollings | hull | s | s,2,2,13,2017-09-30,2026-05-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hon | mrs | p | peter | sir | stanley | the | vela,2,2,17,2015-04-01,2017-11-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hooties | llc | llc | racing | racing | wss,2,2,5,2019-08-17,2022-09-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hopper | jan | michelle | morris | peter,2,2,59,2020-08-11,2026-05-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hoskins | kristian | richard | sam | strangeway,2,2,5,2021-12-12,2026-02-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hull | laurence | okane | ron,2,2,47,2015-04-13,2017-04-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hung | kei | kin | ltd | qatar | racing,2,2,39,2017-12-20,2020-02-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hurley | m | p,2,2,38,2016-10-08,2025-06-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hussey | owen | wholey,2,2,24,2024-06-06,2026-05-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hyde | hyde | mrs | mrs | p | t | t,2,2,10,2015-03-27,2021-04-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hyde | mrs | mrs | paul | shanahan | t,2,2,14,2015-11-15,2026-04-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
hyde | mrs | p | shanahan | t,2,2,5,2015-06-02,2026-05-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
i | kellitt | madamet | n,2,2,30,2015-03-08,2019-03-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ii | ltd | phoenix | syndicate | tfi | thoroughbred,2,2,4,2022-08-27,2022-10-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
imbesi | joseph | m,2,2,13,2015-06-06,2025-03-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
inv | quest | silks | stable | thoroughbreds,2,2,25,2023-03-29,2025-04-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | joseph | kelly | mccann | patrick | paul,2,2,7,2015-01-09,2015-09-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | k | racing,2,2,42,2016-06-26,2021-10-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | kidd | mrs | mrs | r | t | treacy,2,2,61,2015-08-04,2023-01-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
